chrom,start,score,strand,read_density,clip_length
chr1,154275163,9,+,2,73.0
chr1,153947674,6,-,22,61.90909090909091
chr1,153953262,3,-,8,18.75
chr1,153959098,25,-,38,65.6842105263158
chr1,153981649,6,-,23,67.0
chr1,153981885,11,-,1,69.0
chr1,154156355,11,-,183,66.81420765027322
chr1,154156947,16,-,2,18.5
chr1,154157281,9,-,2,153.5
chr1,154158608,6,-,10,67.8
chr1,154172023,7,-,9,63.44444444444444
chr1,154173095,9,-,6,50.333333333333336
chr1,154206735,96,-,88,60.27272727272727
chr1,154707950,3,-,5,97.6
chr1,154924731,8,-,105,70.60952380952381
chr1,154977985,7,+,4,148.5
chr1,154983343,12,+,18,23.333333333333332
chr1,154983838,5,+,5,83.4
chr1,155063739,7,+,6,31.333333333333332
chr1,155139889,38,-,36,67.91666666666667
chr1,155169401,5,-,210,69.02380952380952
chr1,155135810,25,+,18,56.388888888888886
chr1,155209223,33,+,29,136.79310344827587
chr1,155308808,5,+,9,46.55555555555556
chr1,155308840,6,+,111,50.57657657657658
chr1,155308848,8,+,128,47.3359375
chr1,155308851,11,+,141,47.758865248226954
chr1,155310038,19,+,37,101.02702702702703
chr1,155310079,3,+,35,137.85714285714286
chr1,155312311,10,+,6,28.5
chr1,155316690,6,+,3,165.33333333333334
chr1,155317598,8,+,6,260.8333333333333
chr1,155317939,3,+,8,394.5
chr1,155318638,21,+,5,173.4
chr1,155318826,6,+,2,67.0
chr1,155319607,6,+,7,258.0
chr1,155319816,18,+,4,206.75
chr1,155255978,47,-,66,62.60606060606061
chr1,155262867,8,-,15,67.53333333333333
chr1,155610214,6,+,10,141.1
chr1,155689050,36,+,10,69.7
chr1,155716999,9,+,4,139.5
chr1,155721515,5,+,4,144.0
chr1,155726285,4,+,5,27.8
chr1,155727365,10,+,9,220.55555555555554
chr1,155729211,6,+,4,482.0
chr1,155731936,4,+,2,137.5
chr1,155745788,5,+,11,133.8181818181818
chr1,155659445,3,-,11,76.72727272727273
chr1,156114705,10,+,17,32.294117647058826
chr1,156114753,9,+,8,56.75
chr1,156136211,10,+,1,1.0
chr1,156009046,10,-,307,69.78827361563518
chr1,156009196,4,-,2,35.5
chr1,156009243,7,-,3,10.0
chr1,156212988,47,+,47,38.297872340425535
chr1,156235435,8,+,8,63.625
chr1,156308956,8,-,130,68.25384615384615
chr1,156309030,4,-,4,84.0
chr1,156591755,71,+,57,45.35087719298246
chr1,156595463,3,-,4,43.75
chr1,156595607,5,-,10,108.3
chr1,156737301,5,-,165,66.93939393939394
chr1,158831325,17,+,15,51.4
chr1,158831423,6,+,4,21.5
chr1,159062482,12,-,23,60.95652173913044
chr1,159009891,7,+,29,42.758620689655174
chr1,159016572,4,+,2,0.5
chr1,159020388,7,+,5,15.6
chr1,159051793,11,+,1,397.0
chr1,159053544,9,+,2,284.5
chr1,159902755,12,+,41,60.19512195121951
chr1,159902757,4,-,41,60.19512195121951
chr1,159918105,11,-,359,68.50139275766017
chr1,159918157,4,-,19,84.36842105263158
chr1,159918251,5,-,6,170.5
chr1,159918531,11,-,3,17.0
chr1,160205364,14,+,20,43.8
chr1,160216654,5,-,15,65.66666666666667
chr1,160278479,6,-,9,189.33333333333334
chr1,160289268,3,-,23,72.82608695652173
chr1,160317268,7,-,8,33.125
chr1,160739245,5,+,23,36.43478260869565
chr1,160748193,3,+,3,114.33333333333333
chr1,160751342,3,+,2,241.5
chr1,160610094,7,-,118,70.49152542372882
chr1,160610366,11,-,3,74.0
chr1,160615655,5,-,6,62.333333333333336
chr1,160628104,12,-,15,76.2
chr1,160633960,7,-,8,49.625
chr1,160634166,18,-,25,76.16
chr1,160636823,16,-,13,66.07692307692308
chr1,160671561,3,-,5,85.4
chr1,160678742,17,-,875,67.87428571428572
chr1,160678898,10,-,9,26.444444444444443
chr1,160678948,6,-,3,27.0
chr1,160681290,5,-,6,13.333333333333334
chr1,160681354,19,-,5,16.2
chr1,160684886,10,-,14,75.5
chr1,160684921,6,-,7,62.857142857142854
chr1,160684968,12,-,6,53.5
chr1,160996192,10,-,21,102.0952380952381
chr1,160997694,6,-,6,63.833333333333336
chr1,161037618,8,-,224,62.1875
chr1,161039250,6,-,8,46.0
chr1,161100553,11,-,157,67.44585987261146
chr1,161121330,4,-,10,65.0
chr1,161121646,5,-,7,60.857142857142854
chr1,161171308,11,-,20,70.25
chr1,161118092,13,+,9,33.22222222222222
chr1,161153971,4,+,105,53.542857142857144
chr1,161166420,8,+,3,55.666666666666664
chr1,161167541,8,+,6,37.0
chr1,161170231,7,+,3,78.66666666666667
chr1,161202355,4,+,79,36.18987341772152
chr1,161203433,7,+,2,115.0
chr1,161206406,5,+,2,168.5
chr1,161210590,5,+,3,25.333333333333332
chr1,161212350,5,+,3,270.0
chr1,161215253,8,+,5,24.6
chr1,161314377,32,+,37,51.67567567567568
chr1,161323607,12,+,13,51.69230769230769
chr1,161406044,7,+,8,53.875
chr1,161406103,4,+,5,104.6
chr1,161406165,4,+,2,120.5
chr1,161406229,8,+,5,90.0
chr1,161663141,21,+,3,44.333333333333336
chr1,161684781,6,+,10,73.7
chr1,161707228,9,+,111,43.234234234234236
chr1,161766287,4,+,1,28.0
chr1,162790732,8,+,11,42.18181818181818
chr1,162798896,4,+,1,121.0
chr1,165727240,21,-,6,86.66666666666667
chr1,165727445,37,-,10,67.0
chr1,165827525,3,+,2,36.0
chr1,165827774,4,+,3,100.66666666666667
chr1,165902592,11,+,12,42.083333333333336
chr1,167721934,11,+,1,13.0
chr1,167918066,7,-,107,74.05607476635514
chr1,168178878,4,+,6,22.166666666666668
chr1,168178931,4,+,31,73.06451612903226
chr1,168178940,8,+,42,64.64285714285714
chr1,168183901,4,+,4,35.75
chr1,168210572,27,-,9,53.111111111111114
chr1,169792528,6,-,7,65.28571428571429
chr1,171485521,5,+,28,65.14285714285714
chr1,171523432,5,+,11,498.54545454545456
chr1,171781676,3,+,3,55.0
chr1,173863894,8,-,776,71.66365979381443
chr1,173864143,6,-,13,84.84615384615384
chr1,174159519,4,+,8,53.75
chr1,174999929,3,+,38,80.52631578947368
chr1,174999939,3,+,50,70.92
chr1,174999944,8,+,58,77.08620689655173
chr1,174999949,6,+,60,75.4
chr1,174999964,7,+,75,75.06666666666666
chr1,174999975,4,+,62,56.516129032258064
chr1,174999979,3,+,59,58.45762711864407
chr1,174999991,9,+,47,70.1063829787234
chr1,175000015,3,+,54,49.574074074074076
chr1,175000019,10,+,51,50.15686274509804
chr1,175000041,4,+,66,38.60606060606061
chr1,175004611,13,+,17,149.35294117647058
chr1,175006743,4,+,3,65.0
chr1,175014397,10,-,89,65.32584269662921
chr1,180288217,8,-,25,76.6
chr1,182598622,3,-,15,46.8
chr1,182600156,5,-,89,38.1123595505618
chr1,182839345,3,+,6,26.666666666666668
chr1,183555561,8,-,16,62.0625
chr1,183626192,16,-,159,70.0377358490566
chr1,183627243,12,-,8,64.25
chr1,183627325,30,-,35,54.371428571428574
chr1,183627380,42,-,43,44.325581395348834
chr1,183627472,7,-,5,250.6
chr1,185297693,4,-,1,25.0
chr1,185311099,6,-,5,33.2
chr1,186313821,7,-,30,64.83333333333333
chr1,186371005,9,-,10,59.9
chr1,186373356,8,-,7,98.85714285714286
chr1,186375758,3,+,2,738.5
chr1,187043448,6,-,9,95.44444444444444
chr1,192575726,56,+,7,38.857142857142854
chr1,192578196,6,+,3,250.66666666666666
chr1,192716141,28,+,169,49.201183431952664
chr1,193015748,10,-,13,67.23076923076923
chr1,193096465,34,-,31,58.16129032258065
chr1,193122084,7,+,2,41.0
chr1,200644036,4,-,6,63.0
chr1,201134771,4,-,24,73.25
chr1,201135466,5,-,9,77.66666666666667
chr1,201483529,4,-,16,198.8125
chr1,201829132,3,+,4,48.5
chr1,201955491,3,+,58,45.758620689655174
chr1,201957279,8,+,16,60.5625
chr1,201957509,4,+,5,282.4
chr1,201994833,8,+,9,46.111111111111114
chr1,202147014,3,-,7,82.71428571428571
chr1,202331654,44,-,116,64.90517241379311
chr1,202471795,6,-,10,72.1
chr1,202940828,8,-,34,67.8529411764706
chr1,203007372,6,+,20,43.05
chr1,203795634,3,+,3,66.0
chr1,203802617,3,+,5,42.8
chr1,203862186,7,+,7,381.42857142857144
chr1,203863662,9,+,9,182.22222222222223
chr1,203865040,5,+,4,107.0
chr1,204551458,8,+,31,31.967741935483872
chr1,204552855,5,+,11,42.27272727272727
chr1,205717287,5,-,10,63.6
chr1,205717980,9,-,13,83.15384615384616
chr1,205718181,3,-,2,92.0
chr1,205719553,17,-,13,73.76923076923077
chr1,205723917,4,-,6,81.16666666666667
chr1,206186254,3,-,13,66.6923076923077
chr1,206187134,4,-,2,3.5
chr1,206470450,5,+,4,65.25
chr1,206591641,6,-,50,67.58
chr1,206904277,3,-,27,54.96296296296296
chr1,206904342,24,-,6,66.83333333333333
chr1,206913364,6,-,5,62.6
chr1,207454327,5,+,9,51.55555555555556
chr1,209768541,13,+,7,32.714285714285715
chr1,211173416,6,+,10,19.9
chr1,211259368,5,+,5,46.2
chr1,211382776,25,+,8,32.75
chr1,212039290,16,+,53,19.60377358490566
chr1,212051439,43,+,33,46.45454545454545
chr1,212039287,35,-,53,19.60377358490566
chr1,212051071,13,-,14,20.285714285714285
chr1,212432874,18,+,3,28.333333333333332
chr1,212364473,7,-,15,76.13333333333334
chr1,212365260,3,-,5,66.6
chr1,212589802,8,+,14,59.5
chr1,212589801,5,-,14,59.5
chr1,212737743,11,-,9,72.0
chr1,212738122,4,-,2,111.0
chr1,212791869,11,+,7,38.857142857142854
chr1,212796514,4,+,4,308.25
chr1,212886727,5,+,1,37.0
chr1,214482205,4,-,6,47.0
chr1,214482309,8,-,5,69.8
chr1,218285292,13,+,24,61.208333333333336
chr1,219173846,32,+,7,21.0
chr1,219968599,15,-,51,64.66666666666667
chr1,220057481,5,-,3,42.0
chr1,220057727,7,-,14,77.92857142857143
chr1,220253449,5,+,7,83.28571428571429
chr1,220253492,3,-,5,163.0
chr1,222558311,11,-,14,60.5
chr1,222589949,8,+,2,42.0
chr1,222644305,3,+,5,36.6
chr1,223863138,5,+,7,53.142857142857146
chr1,223951393,6,-,8,62.75
chr1,224183216,5,+,5,44.4
chr1,224356831,7,+,6,35.0
chr1,224356884,85,+,68,63.69117647058823
chr1,225777819,9,+,119,48.81512605042017
chr1,225783297,8,+,7,134.57142857142858
chr1,226064322,6,+,27,124.5925925925926
chr1,226064356,3,+,24,134.33333333333334
chr1,226065649,3,+,11,184.54545454545453
chr1,226062708,5,-,406,50.48275862068966
chr1,226361000,9,-,58,76.58620689655173
chr1,226377129,3,-,4,110.0
chr1,226388654,3,-,4,236.0
chr1,228082665,10,+,20,25.2
chr1,228097068,4,+,45,161.55555555555554
chr1,228097337,6,+,4,149.5
chr1,228097588,4,+,5,224.6
chr1,228100730,3,-,13,50.69230769230769
chr1,228101386,7,-,5,34.4
chr1,228106683,5,-,46,70.93478260869566
chr1,228141122,9,+,7,142.71428571428572
chr1,228145507,40,+,31,90.80645161290323
chr1,228146839,11,+,6,136.83333333333334
chr1,228147403,9,+,5,145.6
chr1,228148370,7,+,7,328.14285714285717
chr1,229271101,12,+,20,33.95
chr1,230067203,5,+,3,30.666666666666668
chr1,231223762,26,-,40,65.45
chr1,231241204,3,+,12,30.583333333333332
chr1,231528656,3,+,4,44.25
chr1,232950581,66,+,29,51.93103448275862
chr1,232955553,7,+,6,135.0
chr1,234356651,6,+,8,49.375
chr1,234373451,69,+,9,32.77777777777778
chr1,234373668,37,+,16,39.0
chr1,234374096,8,+,8,40.875
chr1,234374130,3,+,6,26.833333333333332
chr1,234374227,22,+,6,95.16666666666667
chr1,234391313,8,-,17,60.8235294117647
chr1,234606746,3,-,6,52.833333333333336
chr1,235109340,3,-,5,33.6
chr1,235111578,4,-,59,76.83050847457628
chr1,235111761,5,-,2,88.0
chr1,235111959,5,-,3,6.333333333333333
chr1,235113767,5,-,5,116.2
chr1,235131633,3,-,41,74.0
chr1,235154963,12,-,9,43.888888888888886
chr1,235166895,12,-,22,74.81818181818181
chr1,235167293,5,-,4,76.5
chr1,235220393,3,-,1,49.0
chr1,235246429,5,-,5,45.6
chr1,235367425,5,+,6,85.5
chr1,235828799,5,-,11,59.36363636363637
chr1,236523943,9,+,7,35.0
chr1,236981313,5,-,9,38.333333333333336
chr1,241497602,6,-,10,46.8
chr1,241497777,6,-,60,66.2
chr1,244853387,3,-,9,62.0
chr1,244853657,6,-,25,66.0
chr1,244854094,3,-,1,1.0
chr1,244835647,4,+,24,30.083333333333332
chr1,244841927,3,+,19,128.0
chr1,244842192,11,+,12,84.0
chr1,244853653,5,+,25,66.0
chr1,245749346,8,-,16,62.25
chr1,246540560,14,-,20,67.0
chr1,246724377,24,+,20,50.75
chr1,247187278,9,+,24,58.041666666666664
chr1,247187940,6,+,2,79.5
chr1,247187210,8,-,2,54.5
chr1,248449270,6,+,3,217.33333333333334
chr1,248484584,6,-,2,37.5
chr2,264892,7,+,27,45.333333333333336
chr2,271863,11,+,19,181.8421052631579
chr2,272036,3,+,6,108.5
chr2,275137,4,+,5,175.6
chr2,276977,4,+,2,15.5
chr2,3558929,4,+,5,22.4
chr2,3575238,24,+,57,63.07017543859649
chr2,3575576,7,+,1054,57.43358633776091
chr2,3575808,3,+,64,172.953125
chr2,3576484,5,+,65,323.75384615384615
chr2,3577706,41,+,24,231.70833333333334
chr2,3580107,24,+,31,447.03225806451616
chr2,3580133,71,+,42,375.23809523809524
chr2,3607437,6,+,7,76.57142857142857
chr2,3617125,7,+,19,34.31578947368421
chr2,3617118,10,-,17,34.1764705882353
chr2,8682055,7,+,9,42.888888888888886
chr2,9406645,7,-,76,62.69736842105263
chr2,9423633,21,+,14,22.5
chr2,9428764,4,+,4,64.5
chr2,9474528,38,+,23,37.73913043478261
chr2,9488582,9,+,15,66.8
chr2,9583969,14,-,34,62.470588235294116
chr2,9584614,7,-,14,61.42857142857143
chr2,10122697,54,+,3,48.333333333333336
chr2,10440380,7,-,30,56.3
chr2,10783390,7,-,63,72.84126984126983
chr2,10783849,7,-,154,70.23376623376623
chr2,10783914,3,-,8,95.75
chr2,10790718,3,-,4,27.25
chr2,11867189,9,+,14,110.78571428571429
chr2,16143335,3,+,13,332.7692307692308
chr2,16137029,4,-,2,2890.5
chr2,16143390,4,-,11,548.8181818181819
chr2,16143924,4,-,8,451.375
chr2,16144531,4,-,3,368.6666666666667
chr2,19896746,5,-,11,71.0909090909091
chr2,20032647,5,-,76,64.11842105263158
chr2,23940428,8,+,3,49.333333333333336
chr2,24067632,6,-,14,113.35714285714286
chr2,25421060,10,+,7,69.57142857142857
chr2,25423441,18,+,18,112.27777777777777
chr2,26034083,11,+,18,31.944444444444443
chr2,26190866,5,-,64,70.015625
chr2,26214493,10,-,11,52.27272727272727
chr2,26215048,6,-,3,59.666666666666664
chr2,26244906,19,+,27,34.22222222222222
chr2,26254244,8,+,11,90.0
chr2,26285440,3,+,3,57.0
chr2,26285724,3,+,9,62.0
chr2,27070470,12,-,1241,65.78323932312651
chr2,27070509,42,-,1016,66.86712598425197
chr2,27070515,22,-,234,67.13247863247864
chr2,27212307,8,+,17,61.05882352941177
chr2,27309486,5,-,94,63.9468085106383
chr2,27309592,3,-,2,102.0
chr2,27370600,7,+,55,40.472727272727276
chr2,27428601,33,+,8,52.875
chr2,27433329,4,+,2,96.0
chr2,27381192,4,-,82,69.85365853658537
chr2,27383983,5,-,8,58.375
chr2,27385757,10,-,9,48.888888888888886
chr2,27629025,32,+,29,37.310344827586206
chr2,27663888,5,+,17,47.94117647058823
chr2,27771705,175,+,45,43.31111111111111
chr2,27774423,14,+,12,160.41666666666666
chr2,28800204,8,+,20,48.65
chr2,28849820,9,-,31,60.58064516129032
chr2,28894637,6,+,1,12.0
chr2,30146916,22,+,5,22.8
chr2,31867822,3,-,26,73.92307692307692
chr2,32023984,12,-,5,65.4
chr2,32277897,14,+,20,36.15
chr2,33476289,6,+,5,66.8
chr2,33476596,45,+,6,295.0
chr2,37084511,3,+,8,112.25
chr2,37088362,3,+,8,123.0
chr2,37202239,9,-,20,98.25
chr2,37196495,10,+,15,24.4
chr2,37199696,6,+,26,45.26923076923077
chr2,37231632,3,+,5,45.8
chr2,38481772,5,+,331,59.35045317220544
chr2,38481895,5,+,6,41.666666666666664
chr2,38481916,3,+,7,28.428571428571427
chr2,38481982,11,+,3,504.0
chr2,38481769,71,-,322,58.91925465838509
chr2,38743598,3,-,7,51.42857142857143
chr2,38744892,7,-,111,62.792792792792795
chr2,38748800,7,-,7,53.285714285714285
chr2,38778184,45,+,12,34.833333333333336
chr2,39437415,5,+,6,56.333333333333336
chr2,42350495,13,-,199,62.46733668341709
chr2,42767086,4,-,22,61.45454545454545
chr2,43888266,5,-,19,72.73684210526316
chr2,43888493,4,-,28,57.785714285714285
chr2,44168877,3,+,5,964.6
chr2,46581273,9,-,47,67.29787234042553
chr2,46617185,38,+,18,29.27777777777778
chr2,46905236,11,-,10,65.1
chr2,47160083,6,-,25,60.36
chr2,47160090,8,-,25,60.36
chr2,47160162,19,-,697,65.14634146341463
chr2,47160350,7,-,10,109.1
chr2,47160371,4,-,13,86.61538461538461
chr2,47160388,4,-,16,83.5625
chr2,47160619,12,-,4,0.5
chr2,47161722,5,-,5,121.6
chr2,47162284,9,-,5,76.0
chr2,47690655,27,+,60,58.6
chr2,47802633,12,+,14,45.857142857142854
chr2,47690654,34,-,60,58.6
chr2,48465504,5,+,6,20.833333333333332
chr2,53767817,4,+,6,82.83333333333333
chr2,53767850,8,+,8,79.25
chr2,53670292,11,-,25,36.48
chr2,54972184,4,-,20,69.25
chr2,55236619,3,-,15,59.666666666666664
chr2,55232363,8,+,3,28.666666666666668
chr2,55232633,13,+,24,31.0
chr2,55232667,23,+,4120,45.02621359223301
chr2,55232673,38,+,4368,45.33745421245421
chr2,55232686,50,+,4474,45.535315154224406
chr2,55232734,4,+,183,62.42622950819672
chr2,55232764,11,+,32,84.4375
chr2,55233334,3,+,12,141.91666666666666
chr2,55234114,11,+,126,157.21428571428572
chr2,55234821,6,+,34,114.23529411764706
chr2,55519631,5,+,3,55.333333333333336
chr2,55636010,4,-,6,63.0
chr2,58048823,5,+,8,76.25
chr2,58085919,5,+,18,57.833333333333336
chr2,61009846,5,-,6,65.66666666666667
chr2,61143543,11,-,8,42.0
chr2,61145105,11,+,10,47.0
chr2,61187464,14,-,8,71.125
chr2,61177441,3,+,5,27.4
chr2,61178265,7,+,5,272.4
chr2,61477928,4,-,18,119.72222222222223
chr2,61868420,10,-,107,62.046728971962615
chr2,61887937,5,-,18,69.0
chr2,62146296,31,-,87,63.2183908045977
chr2,62146362,4,-,8,277.5
chr2,62000804,9,+,3,401.6666666666667
chr2,62146299,21,+,88,62.76136363636363
chr2,63588927,13,+,12,43.666666666666664
chr2,63594473,5,+,33,92.27272727272727
chr2,63597391,6,+,6,234.5
chr2,63597452,11,+,8,26.625
chr2,63599165,7,+,6,235.66666666666666
chr2,63603651,15,+,16,43.5
chr2,63605278,12,+,7,402.14285714285717
chr2,63605936,7,+,6,509.3333333333333
chr2,63841000,3,+,14,33.57142857142857
chr2,64569089,3,+,3,45.333333333333336
chr2,64584593,24,+,35,55.457142857142856
chr2,64882470,10,-,14,68.71428571428571
chr2,65036023,6,-,7,31.857142857142858
chr2,65047891,7,-,7,25.285714285714285
chr2,65087858,66,-,61,55.622950819672134
chr2,65204969,9,-,16,51.9375
chr2,65204973,8,+,16,51.9375
chr2,65227780,3,+,8,46.125
chr2,65253742,7,+,2,24.5
chr2,68042199,15,-,97,68.71134020618557
chr2,68157850,13,+,10,52.2
chr2,68516846,12,-,13,8930.153846153846
chr2,68365224,5,+,7,34.285714285714285
chr2,68380325,4,+,9,111.88888888888889
chr2,68380345,7,+,12,85.91666666666667
chr2,68380770,6,+,1,1673.0
chr2,68386499,8,+,3,198.33333333333334
chr2,68516853,5,+,13,8930.153846153846
chr2,69326054,4,-,8,74.25
chr2,69396119,6,-,43,83.76744186046511
chr2,69742061,18,+,6,41.0
chr2,69781516,6,+,14,102.35714285714286
chr2,69812120,3,+,12,31.166666666666668
chr2,69816116,5,+,4,283.75
chr2,69820696,3,+,2,626.0
chr2,69893950,5,+,34,46.3235294117647
chr2,69895092,5,+,4,74.75
chr2,69896454,8,+,11,105.63636363636364
chr2,69902938,4,+,5,35.0
chr2,70087467,4,-,5,23.6
chr2,70281386,3,-,40,60.175
chr2,70281498,33,-,453,60.141280353200884
chr2,70297204,5,-,2,53.0
chr2,71130606,3,+,4,130.5
chr2,73234256,6,+,4,30.75
chr2,73607810,7,+,6,46.166666666666664
chr2,73729868,9,-,57,66.82456140350877
chr2,73828934,16,+,11,48.45454545454545
chr2,73830842,8,+,10,90.0
chr2,73926841,4,+,9,104.22222222222223
chr2,73946718,8,+,6,202.83333333333334
chr2,73958144,5,+,3,116.0
chr2,73957966,12,-,14,61.0
chr2,74152593,4,+,9,78.55555555555556
chr2,74135399,12,-,128,64.796875
chr2,74155478,10,-,12,69.66666666666667
chr2,74155719,4,-,21,65.28571428571429
chr2,74156056,8,-,7,85.71428571428571
chr2,74198582,4,+,1,7.0
chr2,74361155,5,-,21,85.23809523809524
chr2,74421717,4,+,88,45.15909090909091
chr2,74422149,18,+,14,106.57142857142857
chr2,74422702,10,+,2,215.5
chr2,74424871,6,+,5,167.0
chr2,74425074,5,+,4,359.25
chr2,74458406,40,+,2,27.0
chr2,74505042,22,-,40,68.625
chr2,74526647,9,-,131,76.4885496183206
chr2,74533123,13,-,31,147.5483870967742
chr2,74529937,3,+,4,45.75
chr2,74530587,3,+,5,36.0
chr2,74958611,43,+,4,40.0
chr2,74959001,19,+,7,42.857142857142854
chr2,75646775,7,+,25,34.28
chr2,84423521,8,-,141,67.58865248226951
chr2,84423667,4,-,1,226.0
chr2,84905651,15,-,6388,42.1762680025047
chr2,84905996,16,-,653,103.39203675344564
chr2,84915758,36,-,79,31.59493670886076
chr2,84905607,39,+,13,71.53846153846153
chr2,84915761,43,+,79,31.59493670886076
chr2,84943277,3,+,1,15.0
chr2,85394750,13,-,62,67.01612903225806
chr2,85558723,16,-,16,59.0625
chr2,85608286,4,-,7,72.14285714285714
chr2,85539164,4,+,29,51.06896551724138
chr2,85577530,4,+,10,17.1
chr2,85578996,4,+,23,118.26086956521739
chr2,85584399,39,+,23,35.608695652173914
chr2,85591723,8,+,6,278.1666666666667
chr2,85595718,4,+,90,34.94444444444444
chr2,85606777,6,+,7,36.714285714285715
chr2,85616131,12,+,4,40.5
chr2,85645277,26,+,25,58.12
chr2,85646883,7,+,7,31.142857142857142
chr2,86143931,4,-,27,63.55555555555556
chr2,86106225,7,+,11,39.54545454545455
chr2,86127906,4,+,7,27.0
chr2,86132622,5,+,20,45.0
chr2,86199439,28,+,5,80.8
chr2,86207211,4,+,2,590.5
chr2,86505596,21,-,26,68.0
chr2,87455402,56,+,2,14.5
chr2,87455553,15,+,3,16.0
chr2,88885455,109,+,22,30.227272727272727
chr2,88857159,41,-,200,62.2
chr2,88885464,13,-,29,35.03448275862069
chr2,89562334,3,-,12,86.5
chr2,91636683,3,-,12,86.5
chr2,95025655,20,+,5,41.0
chr2,95047951,9,+,5,286.2
chr2,95087202,6,-,71,71.38028169014085
chr2,95109916,3,-,2,1.0
chr2,95402681,33,+,4,112.75
chr2,95405273,4,+,4,137.0
chr2,95853565,8,-,9,56.22222222222222
chr2,96010553,13,+,14,39.142857142857146
chr2,96266223,35,+,22,32.40909090909091
chr2,96325304,6,+,5,55.4
chr2,96184857,3,-,17,49.76470588235294
chr2,96274730,5,-,29,71.51724137931035
chr2,96705928,4,-,6,64.33333333333333
chr2,96847984,41,-,14,57.92857142857143
chr2,97083582,15,-,26,85.57692307692308
chr2,97113562,5,+,4,41.25
chr2,97240982,9,+,24,37.625
chr2,97509413,9,-,3,39.666666666666664
chr2,97655964,9,-,15,70.6
chr2,97647064,18,+,17,252.64705882352942
chr2,97647342,3,+,15,139.13333333333333
chr2,98608576,7,+,11,37.0
chr2,99186175,5,+,6,91.16666666666667
chr2,99169261,5,-,45,57.111111111111114
chr2,99318981,3,-,4,79.5
chr2,99337369,4,+,44,71.29545454545455
chr2,99337401,8,+,116,125.08620689655173
chr2,99337426,11,+,108,185.62962962962962
chr2,99337445,6,+,78,226.3846153846154
chr2,99337463,3,+,29,237.79310344827587
chr2,99360231,5,+,34,173.76470588235293
chr2,99361145,6,+,3,239.66666666666666
chr2,99361450,9,+,4,111.75
chr2,99389763,5,+,5,113.0
chr2,99396825,5,+,3,429.3333333333333
chr2,100566501,5,+,5,98.2
chr2,100569579,4,+,3,214.0
chr2,101002227,15,+,2,11.5
chr2,101002593,4,+,4,46.75
chr2,101002696,6,+,1763,107.40442427680091
chr2,101005955,126,+,84,612.4404761904761
chr2,105337538,26,+,11,27.09090909090909
chr2,106697029,22,+,40,61.75
chr2,106697031,11,-,41,60.609756097560975
chr2,108449210,5,+,9,46.44444444444444
chr2,108786749,4,+,3,57.666666666666664
chr2,109542981,3,-,4,57.0
chr2,110211523,86,-,84,88.26190476190476
chr2,111429308,72,-,72,66.23611111111111
chr2,112584445,13,+,6,46.166666666666664
chr2,112584591,40,+,32,49.75
chr2,112585966,18,+,13,64.53846153846153
chr2,113203549,11,+,13,43.07692307692308
chr2,113238065,7,+,15,36.266666666666666
chr2,113437919,7,+,2,18.5
chr2,113441347,28,+,39,61.87179487179487
chr2,113443764,4,+,4,173.75
chr2,113453135,6,+,6,139.33333333333334
chr2,113460648,5,+,7,44.57142857142857
chr2,113465739,4,+,98,39.08163265306123
chr2,113468543,8,+,1,72.0
